0.0	01 PNG: two agents disagree
9.3	02 PNG: the sealed escrow
14.5	03 evidence: opinion vs re-execution
29.3	01 evidence: live page, bytecode check
48.8	07 PNG: the rejected stream
61.8	02 evidence: fund
70.2	02 evidence: BindingMismatch
98.0	03 evidence: what it replaces
114.0	04 evidence: four settlements
128.8	17 SVG: out to Arc, scope held
144.8	06 evidence: the two rows
161.4	07 evidence: typing
182.5	END
