0.0	TITLE Reckn
4.6	CARD the door
9.2	00 opinion vs re-execution
27.9	SLIDE 03 check 1
39.0	01 fund
47.6	01 BindingMismatch
62.9	02 evidence: release
70.1	02 evidence: refund
80.0	SLIDE 04 check 2
98.5	02 evidence: bytecode + no-keys
110.6	SLIDE 05 check 3
125.6	04 evidence: four settlements
136.6	SLIDE 07 why Tempo
151.4	17 SVG: out to Arc, scope held
160.7	SLIDE 09 check 4 - what it does not prove
181.1	06 evidence: the two rows
192.1	SLIDE 11 check it yourself
200.7	CARD close
206.8	END
