0.0	TITLE Reckn
4.6	CARD the door
9.2	SLIDE 02 the claim, and the offer
27.8	SLIDE 03 check 1
38.5	01 fund
45.9	01 BindingMismatch
60.1	02 evidence: release
67.1	02 evidence: refund
77.0	SLIDE 05 check 3
89.5	SLIDE 06 the boundary
94.2	17 SVG: out to Arc, scope held
103.4	SLIDE 07 check 4 - what it does not prove
119.5	SLIDE 08 check it yourself
128.1	CARD close
134.2	END
